Osaston numero;Osaston nimi;Tuloluvun numero;Tuloluvun nimi;Tulomomentin numero;Tulomomentin nimi;Tulomomentin info-osa;M‰‰r‰raha;Aiemmin budjetoitu V lis‰talousarvio 2016;Aiemmin budjetoitu IV lis‰talousarvio 2016;Aiemmin budjetoitu III lis‰talousarvio 2016;Aiemmin budjetoitu II lis‰talousarvio 2016;Aiemmin budjetoitu I lis‰talousarvio 2016;Aiemmin budjetoitu 2016;Toteutuma 2015;Toteutuma 2014
15;"LAINAT";03;"Valtion nettolainanotto ja velanhallinta";01;"Nettolainanotto ja velanhallinta";"";316679000;;;;233180000;78870000;5331502000;4405769398;5554308684
