P‰‰luokan numero;P‰‰luokan nimi;Menoluvun numero;Menoluvun nimi;Menomomentin numero;Menomomentin nimi;Menomomentin info-osa;M‰‰r‰raha;Aiemmin budjetoitu V lis‰talousarvio 2016;Aiemmin budjetoitu IV lis‰talousarvio 2016;Aiemmin budjetoitu III lis‰talousarvio 2016;Aiemmin budjetoitu II lis‰talousarvio 2016;Aiemmin budjetoitu I lis‰talousarvio 2016;Aiemmin budjetoitu 2016;Toteutuma 2015;Toteutuma 2014
23;"VALTIONEUVOSTON KANSLIA";90;"Muut menot";21;"Kunniamerkit";"";40000;;;;100000;;700000;691013;555445
