P‰‰luokan numero;P‰‰luokan nimi;Menoluvun numero;Menoluvun nimi;Menomomentin numero;Menomomentin nimi;Menomomentin info-osa;M‰‰r‰raha;Aiemmin budjetoitu V lis‰talousarvio 2016;Aiemmin budjetoitu IV lis‰talousarvio 2016;Aiemmin budjetoitu III lis‰talousarvio 2016;Aiemmin budjetoitu II lis‰talousarvio 2016;Aiemmin budjetoitu I lis‰talousarvio 2016;Aiemmin budjetoitu 2016;Toteutuma 2015;Toteutuma 2014
36;"VALTIONVELAN KOROT";01;"Valtionvelan korko";90;"Valtionvelan korko";"";31000000;;;;-56000000;;1536000000;1523591805;1696226643
