P‰‰luokan numero;P‰‰luokan nimi;Menoluvun numero;Menoluvun nimi;Menomomentin numero;Menomomentin nimi;Menomomentin info-osa;M‰‰r‰raha;Aiemmin budjetoitu V lis‰talousarvio 2014;Aiemmin budjetoitu IV lis‰talousarvio 2014;Aiemmin budjetoitu III lis‰talousarvio 2014;Aiemmin budjetoitu II lis‰talousarvio 2014;Aiemmin budjetoitu I lis‰talousarvio 2014;Aiemmin budjetoitu 2014;Toteutuma 2013;Toteutuma 2012
36;"VALTIONVELAN KOROT";01;"Valtionvelan korko";90;"Valtionvelan korko";"";-76000000;;;;;;1775000000;1721864843;1836054207
