"Julkisyhteisöjen menot tehtävittäin 1990-2014"

"Sektori";"Tehtävä";"Taloustoimi";"Tiedot";"2014"
"S1311 Valtionhallinto";"G0806  Vapaa-aika, kulttuuri ja uskonto, muualla luokittelematon";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G09  Koulutus";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";1236
"S1311 Valtionhallinto";"G09  Koulutus";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";1005
"S1311 Valtionhallinto";"G09  Koulutus";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";231
"S1311 Valtionhallinto";"G09  Koulutus";"P2K Välituotekäyttö";"Käypiin hintoihin";615
"S1311 Valtionhallinto";"G09  Koulutus";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G09  Koulutus";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";32
"S1311 Valtionhallinto";"G09  Koulutus";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G09  Koulutus";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G09  Koulutus";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";18
"S1311 Valtionhallinto";"G09  Koulutus";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G09  Koulutus";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G09  Koulutus";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";4788
"S1311 Valtionhallinto";"G09  Koulutus";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";1057
"S1311 Valtionhallinto";"G09  Koulutus";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";81
"S1311 Valtionhallinto";"G09  Koulutus";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";26
"S1311 Valtionhallinto";"G09  Koulutus";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";493
"S1311 Valtionhallinto";"G09  Koulutus";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";493
"S1311 Valtionhallinto";"G09  Koulutus";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G09  Koulutus";"P3K Kulutusmenot";"Käypiin hintoihin";1746
"S1311 Valtionhallinto";"G09  Koulutus";"NETEXP Nettomenot";"Käypiin hintoihin";6742
"S1311 Valtionhallinto";"G09  Koulutus";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";2956
"S1311 Valtionhallinto";"G09  Koulutus";"TOTEXP Kokonaismenot";"Käypiin hintoihin";7263
"S1311 Valtionhallinto";"G09  Koulutus";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";3477
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";109
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";109
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"NETEXP Nettomenot";"Käypiin hintoihin";109
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";109
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"TOTEXP Kokonaismenot";"Käypiin hintoihin";109
"S1311 Valtionhallinto";"G0901  Esiasteen ja alemman perusasteen koulutus (ISCED 0 ja 1) (Y)";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";109
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";49
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";40
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";9
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";21
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";8
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";3163
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";691
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";55
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";1
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";1
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"P3K Kulutusmenot";"Käypiin hintoihin";66
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"NETEXP Nettomenot";"Käypiin hintoihin";3291
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";764
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"TOTEXP Kokonaismenot";"Käypiin hintoihin";3297
"S1311 Valtionhallinto";"G0902  Ylemmän perusasteen ja keskiasteen koulutus (ISCED 2 ja 3) (Y)";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";770
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"P3K Kulutusmenot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"NETEXP Nettomenot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"TOTEXP Kokonaismenot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0903  Keskiasteen jälkeinen koulutus, ei korkea-aste (ISCED 4) (Y)";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";1141
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";927
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";214
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";530
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";19
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";18
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";1297
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";145
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";26
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";26
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";492
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";492
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"P3K Kulutusmenot";"Käypiin hintoihin";1574
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"NETEXP Nettomenot";"Käypiin hintoihin";3017
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";1865
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"TOTEXP Kokonaismenot";"Käypiin hintoihin";3523
"S1311 Valtionhallinto";"G0904  Korkea-asteen koulutus (ISCED 5 ja 6) (Y)";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";2371
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";4
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";3
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D7K Maksetut muut tulonsiirrot";"Käypiin hintoihin";199
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D7SK Maksetut muut tulonsiirrot, sulautettu";"Käypiin hintoihin";108
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D9K Maksetut pääomansiirrot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"D9SK Maksetut pääomansiirrot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"P5K Pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"P51K Kiinteän pääoman bruttomuodostus";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"NPK Valmistamattomien muiden kuin rahoitusvarojen nettohankinta";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"P3K Kulutusmenot";"Käypiin hintoihin";4
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"NETEXP Nettomenot";"Käypiin hintoihin";206
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"NETEXPS Nettomenot, sulautettu";"Käypiin hintoihin";115
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"TOTEXP Kokonaismenot";"Käypiin hintoihin";206
"S1311 Valtionhallinto";"G0905  Tutkintoon johtamaton koulutus (Y)";"TOTEXPS Kokonaismenot, sulautettu";"Käypiin hintoihin";115
"S1311 Valtionhallinto";"G0906  Koulutuksen tukipalvelut opiskelijoille (Y)";"D1K Maksetut palkansaajakorvaukset";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0906  Koulutuksen tukipalvelut opiskelijoille (Y)";"D11K Maksetut palkat ja palkkiot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0906  Koulutuksen tukipalvelut opiskelijoille (Y)";"D12K Työnantajan sosiaaliturvamaksut";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0906  Koulutuksen tukipalvelut opiskelijoille (Y)";"P2K Välituotekäyttö";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0906  Koulutuksen tukipalvelut opiskelijoille (Y)";"D29K Muut tuotantoverot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0906  Koulutuksen tukipalvelut opiskelijoille (Y)";"D3K Maksetut tukipalkkiot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0906  Koulutuksen tukipalvelut opiskelijoille (Y)";"D4K Omaisuusmenot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0906  Koulutuksen tukipalvelut opiskelijoille (Y)";"D4SK  Omaisuusmenot, sulautettu";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0906  Koulutuksen tukipalvelut opiskelijoille (Y)";"D5K Maksetut tulo-, varallisuus-, ym. juoksevat verot";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0906  Koulutuksen tukipalvelut opiskelijoille (Y)";"D62K Maksetut rahamääräiset sosiaalietuudet";"Käypiin hintoihin";.
"S1311 Valtionhallinto";"G0906  Koulutuksen tukipalvelut opiskelijoille (Y)";"D632K Luontoismuotoiset yhteiskunnalliset tulonsiirrot - ostettu markkinatuotanto";"Käypiin hintoihin";.
